,track,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,top-track
1006,Andar Conmigo,05iMQqncVBIm4AE26EvaTL,0.77,0.585,0.0,-8.06,1.0,0.0285,0.3,0.0,0.116,0.912,116.994,193373.0,False
1007,TOSCANA,6ejAYAdo08qbPLrH4FEfYe,0.916,0.595,3.0,-6.634,1.0,0.0716,0.635,4.5e-05,0.0754,0.794,117.951,169777.0,False
1008,Amárrame,3EK4tGkSiO5xvvB5sM4tln,0.563,0.674,5.0,-4.554,0.0,0.048,0.247,0.00226,0.107,0.784,179.977,207333.0,False
1009,deja vu,61KpQadow081I2AsbeLcsb,0.439,0.61,9.0,-7.236,1.0,0.116,0.593,1.07e-05,0.341,0.172,181.088,215508.0,False
1010,Arcade,1Xi84slp6FryDSCbzq4UCD,0.45,0.329,9.0,-12.603,0.0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624.0,False
1011,Pretty Please,6DXZiYUbrYgrVIhfX3U9Z2,0.906,0.474,1.0,-6.124,1.0,0.194,0.0311,5.5e-06,0.286,0.656,106.976,194607.0,False
1012,The Story,44IeABaLLsnFVb7rjzNTzS,0.544,0.5,11.0,-8.253,1.0,0.026,0.0325,3.78e-06,0.109,0.177,93.621,238493.0,False
1013,Bruises,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,4.0,-7.83,1.0,0.0677,0.946,0.0,0.186,0.361,111.202,220492.0,False
1014,Shallow,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,False
1015,Unstoppable,1yvMUkIOTeUNtNWlWRgANS,0.468,0.779,9.0,-4.839,1.0,0.0779,0.112,0.000373,0.101,0.26,173.799,217747.0,False
1016,good 4 u,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,False
1017,Hasta la Raíz,3lGMtkONrZdJ8kTCg6KIFf,0.585,0.643,3.0,-8.392,1.0,0.0395,0.201,0.000306,0.144,0.592,152.98,221800.0,False
1018,Needed Me,4pAl7FkDMNBsjykPXo91B3,0.671,0.314,5.0,-8.091,0.0,0.244,0.11,0.0,0.0825,0.296,110.898,191600.0,False
1019,Cold (feat. Future),2NlTOhsAamXOaZciOXbITb,0.693,0.717,9.0,-6.346,0.0,0.107,0.14,0.0,0.0464,0.412,99.836,234308.0,False
1020,Latch,51ODNNDZm21HU7wI7cccRr,0.503,0.727,1.0,-5.456,1.0,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,255632.0,False
1021,Colors,6d4FWjx72iuRWzn1HwywLK,0.391,0.692,1.0,-6.543,0.0,0.0462,0.0946,1.58e-05,0.191,0.56,180.008,246587.0,False
1022,Don't Go Yet,1058fW9H3fZA6QjYCdOBad,0.666,0.796,10.0,-6.967,0.0,0.103,0.0492,0.0,0.0442,0.61,110.108,164842.0,False
1023,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,0.75,0.608,1.0,-4.008,1.0,0.0387,0.00165,0.0,0.178,0.958,132.507,173347.0,False
1024,En Llamas,5itCPBTj94wIbL4p4rBCvD,0.635,0.351,11.0,-11.626,0.0,0.275,0.473,0.0,0.0713,0.353,79.936,205811.0,False
1025,MIRÁ MAMÁ,3d1wvsZjykpYZxbIPz91Ou,0.529,0.622,1.0,-7.32,0.0,0.127,0.73,0.000193,0.537,0.713,87.961,169536.0,False
1026,MELÓN VINO,5uHAzGa4d9j35DEbhUwGhi,0.62,0.741,4.0,-6.081,1.0,0.137,0.531,2.92e-05,0.156,0.353,140.04,176395.0,False
1027,ALMA DINAMITA,2ONADYjJvqYVwjWavuY0H1,0.451,0.8,11.0,-4.75,0.0,0.159,0.21,0.0,0.375,0.247,103.314,173913.0,False
1028,Glad You Came,5yDL13y5giogKs2fSNf7sj,0.722,0.851,7.0,-3.873,0.0,0.0639,0.0319,0.0,0.108,0.452,126.885,197936.0,False
1029,Moscas en la Casa,1j5NOlhczuiPnZdT6aovgY,0.802,0.313,0.0,-12.157,1.0,0.0288,0.714,1.16e-05,0.111,0.487,104.931,211907.0,False
1030,El alma al aire,0Bs7Y5vCIzuvFTS9SLBPn8,0.5,0.859,2.0,-5.162,1.0,0.0788,0.362,0.0,0.459,0.714,78.625,356760.0,False
1031,Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres) - MTV Unplugged Version,61hJK3EfAd1LDk7x5OrCTc,0.4,0.82,0.0,-5.235,0.0,0.103,0.502,0.0,0.712,0.398,83.415,247867.0,False
1032,Mientes Tan Bien,072YgF7J2clpY8DsWOpEri,0.607,0.188,7.0,-15.084,1.0,0.0326,0.895,1.79e-06,0.109,0.486,135.896,227613.0,False
1033,Y sólo se me ocurre amarte,05Zcw1sWmSu3wfbaLTeosp,0.677,0.843,11.0,-6.039,0.0,0.0279,0.429,1.25e-05,0.973,0.768,145.965,277227.0,False
1034,Entre Nosotros,6w8yBI2vthyN9UnwO4UBWb,0.729,0.513,5.0,-6.345,0.0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353.0,False
1035,Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11.0,-1.538,1.0,0.392,0.0295,0.0,0.46,0.811,173.585,276920.0,False
1036,Niño Eterno,5k9BQy4WkF51faNL3UD71I,0.652,0.689,3.0,-6.079,1.0,0.12,0.159,0.0,0.157,0.53,174.22,161617.0,False
1037,COLTRANE,4hM63GBOU82xdvxDa0RxJm,0.709,0.533,9.0,-4.64,0.0,0.0806,0.347,0.000549,0.108,0.439,153.98,163756.0,False
1038,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,200186.0,False
1039,Tiroteo - Remix,4OwhwvKESFtuu06dTgct7i,0.75,0.522,9.0,-7.018,1.0,0.0293,0.282,0.0,0.0743,0.601,110.427,321556.0,False
1040,Amapolas,0z5yLgBmAtaylDYrgwzlpH,0.784,0.689,4.0,-8.216,0.0,0.0385,0.759,0.00536,0.143,0.332,124.025,205716.0,False
1041,Lo Que Construimos,5wWxUdgn2OugIOvLJOdreH,0.667,0.287,0.0,-9.718,1.0,0.0334,0.769,3.61e-06,0.106,0.545,127.981,279213.0,False
1042,Desnuda,0drLaDtp4SxzUJoLwEpNe1,0.783,0.627,1.0,-7.581,1.0,0.0283,0.0409,4.41e-05,0.101,0.474,112.96,225265.0,False
1043,Moral of the Story (feat. Niall Horan) - Bonus Track,5v6qYImm5k36GHlFxdEZyv,0.579,0.37,10.0,-8.9,1.0,0.0383,0.496,0.0,0.221,0.216,119.799,198515.0,False
1044,Suave,4p7XH4NhQ25iGYrrbg93gt,0.61,0.677,4.0,-9.813,0.0,0.0325,0.0614,0.0,0.232,0.444,103.946,289600.0,False
1045,Hasta Que Me Olvides,6vPAmoERUMRoTZaCCSWQ12,0.641,0.593,3.0,-7.884,1.0,0.0264,0.46,0.0,0.169,0.437,119.828,281000.0,False
1046,Te necesito,0svWUjefj6RBlIQxA3VCvx,0.557,0.759,10.0,-6.404,1.0,0.0794,0.654,0.0,0.109,0.736,170.028,194320.0,False
1047,Flaca,45t73UFILXwTbO7fvEIAUw,0.739,0.48,5.0,-10.82,1.0,0.0263,0.718,0.00292,0.0768,0.758,105.029,226859.0,False
1048,Corazón partío,0wQCKR9OFjYu5Kzrk7WivJ,0.648,0.846,0.0,-6.731,1.0,0.0424,0.199,4.23e-06,0.0803,0.815,160.075,343413.0,False
1049,Amiga mía,6kQYMqjobmB8MkWwa9OUyA,0.629,0.703,2.0,-4.875,1.0,0.0504,0.519,0.0,0.11,0.402,144.016,290973.0,False
1050,Amor Loco,5VeTnCn59BLrrk95uNRiBL,0.604,0.4,0.0,-12.514,1.0,0.243,0.585,0.0,0.136,0.747,88.646,226841.0,False
1051,Inocente,7g6taDbEMUIhsvyFaexjDi,0.607,0.704,10.0,-3.203,0.0,0.0285,0.391,0.0,0.109,0.666,91.479,310296.0,False
1052,Vámonos de Viaje,2aoaTP39LTDPGHxSKj9OW5,0.766,0.749,5.0,-6.147,1.0,0.0303,0.0249,0.00215,0.355,0.889,129.01,235867.0,False
1053,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,11.0,-5.265,1.0,0.0578,0.423,0.0,0.0969,0.585,124.896,190932.0,False
1054,Good as Hell,6KgBpzTuTRPebChN0VTyzV,0.682,0.919,0.0,-3.18,0.0,0.0875,0.256,0.0,0.442,0.535,95.982,159736.0,False
1055,"Te lo agradezco, pero no (feat. Shakira)",0TSO6afZViXH6OUlIMl6m4,0.76,0.689,2.0,-5.967,1.0,0.102,0.56,0.0,0.0662,0.699,149.993,273373.0,False
1056,Azul,6pHCJmx9FXnMwEqB0LWUEH,0.653,0.858,10.0,-4.646,0.0,0.0307,0.0235,0.0,0.11,0.583,127.981,259440.0,False
1057,Lloviendo Estrellas,047FBnA7oPMeqV3tAmdISa,0.688,0.683,9.0,-5.422,1.0,0.0374,0.458,0.0,0.182,0.886,75.077,135400.0,False
1058,Nada Valgo Sin Tu Amor,6QdwofpqDvvNxX88C9A0iQ,0.601,0.643,0.0,-4.581,1.0,0.0272,0.155,0.0,0.283,0.387,76.979,196360.0,False
1059,Dónde está el amor (feat. Jesse & Joy),0CjaLvAqN97KPVWgOJ1vbD,0.597,0.848,4.0,-5.458,1.0,0.0406,0.173,0.0,0.373,0.324,139.876,233896.0,False
1060,Dejaría Todo,79mdw3IznNCFsF7R9O2KGz,0.631,0.751,8.0,-6.457,1.0,0.0284,0.449,0.0,0.286,0.685,143.924,284467.0,False
1061,Aqui Estoy Yo,4go2M6us50x9TQ1NvsB4vt,0.429,0.551,4.0,-6.33,1.0,0.0313,0.349,0.0,0.292,0.384,149.76,251520.0,False
1062,Limón y Sal,7dITAq1YP5e0kTcaDq4YWI,0.634,0.649,11.0,-6.056,1.0,0.0255,0.138,0.0,0.288,0.491,111.03,205413.0,False
1063,Dia de Enero,0OEBOJhSObnFuHuasXdt52,0.687,0.361,10.0,-11.589,1.0,0.0792,0.35,1.11e-05,0.11,0.526,165.747,173133.0,False
1064,Falsas Esperanzas,0Mrq76p3dcIF8vrzWQyMVG,0.842,0.886,9.0,-3.785,0.0,0.0561,0.49,1.08e-05,0.336,0.892,130.92,176960.0,False
1065,Antologia,1I1DRPWM8iIYEbsuGMbaR3,0.844,0.465,0.0,-8.444,1.0,0.0295,0.489,5.56e-06,0.095,0.556,97.964,251053.0,False
1066,Dueles,1iRvhKiXRElIH2Uf4gd95P,0.531,0.834,2.0,-3.944,1.0,0.052,0.277,0.0,0.131,0.526,142.026,247640.0,False
1067,Departamento,0L7UzdYmOkLhHoDLEcUa8f,0.698,0.674,8.0,-5.769,1.0,0.0464,0.311,0.00194,0.359,0.739,125.016,234867.0,False
1068,EL POETA,2fIPEgY8CJ4hh5UDZa2lB9,0.564,0.635,4.0,-7.635,0.0,0.057,0.46,0.0,0.662,0.46,140.032,199614.0,False
1069,Deseos de Cosas Imposibles (with Abel Pintos) - Directo Primera Fila,42rtLutZjrQGmzxZhN5YFA,0.608,0.509,11.0,-9.759,1.0,0.048,0.202,8.33e-06,0.901,0.326,139.979,237427.0,False
1070,Beautiful,745bEQatiiXDtBe1AdQY2P,0.614,0.709,11.0,-5.742,0.0,0.0428,0.0349,0.0,0.0904,0.269,123.843,217766.0,False
1071,Save Me from Myself,7aLQoD4MWkYQjZuTQKuT9Y,0.538,0.141,6.0,-14.385,0.0,0.096,0.937,0.0,0.128,0.341,77.931,193160.0,False
1072,Pink,74uGhWp4BYpjFj1V2DzgoO,0.432,0.751,0.0,-5.124,1.0,0.0423,0.0134,4.58e-06,0.126,0.776,171.85,235360.0,False
1073,Como Eran Las Cosas,61qPUnazSdkvua4wgA4L8C,0.696,0.445,1.0,-9.114,1.0,0.0316,0.463,1.72e-05,0.0918,0.591,94.984,240520.0,False
1074,Loco (Tu Forma De Ser),3ydweVPwq9PCEVJ8WwqT6u,0.742,0.61,9.0,-7.596,1.0,0.0853,0.175,0.0,0.0493,0.722,113.281,313000.0,False
1075,Te Vi Venir,3jGGQIDuo8atu7d7iMzWCW,0.63,0.336,4.0,-7.941,1.0,0.0335,0.864,0.0,0.103,0.456,135.889,193627.0,False
1076,Fue amor,1bOJr9cWKEDAiJxRaHThrT,0.648,0.735,0.0,-8.692,1.0,0.0276,0.208,3.35e-06,0.133,0.736,117.835,253373.0,False
1077,No Me Olvides,5OJAOB8Pe0IZOeGGjerPkE,0.489,0.516,2.0,-8.424,1.0,0.0328,0.125,0.0,0.422,0.462,94.027,234867.0,False
1078,Vas A Quedarte,2b3JxLi8KAiOsD8ehnOxDZ,0.395,0.508,7.0,-3.522,1.0,0.0326,0.795,3.63e-06,0.0627,0.168,89.859,226213.0,False
1079,Irreplaceable,6RX5iL93VZ5fKmyvNXvF1r,0.447,0.694,7.0,-4.637,0.0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853.0,False
1080,Bye Bye Bye,62bOmKYxYg7dhrC6gH9vFn,0.61,0.926,8.0,-4.843,0.0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400.0,False
1081,Sin Despertar,1Cafs1zrIyOzF8XPmkSI4p,0.672,0.779,11.0,-5.249,1.0,0.0285,0.161,0.0,0.152,0.725,97.017,195667.0,False
1082,Mon Amour - Remix,5TMLavqGRKNxgzMBrVpC9R,0.748,0.761,2.0,-6.621,1.0,0.102,0.122,6.56e-06,0.0984,0.362,116.041,179940.0,False
1083,Baby,1bA2ZK7CFxEMnyn1dWP2jp,0.708,0.922,1.0,-2.715,0.0,0.116,0.135,0.0513,0.225,0.637,125.961,160053.0,False
1084,Love Again,7qZO40P0GQeXIRSXSVXg9z,0.563,0.896,8.0,-2.394,1.0,0.0425,0.0932,1.89e-05,0.103,0.187,128.028,227311.0,False
1085,Hold On,4lZBB7P5j84VqQHf3POLdA,0.826,0.665,11.0,-6.55,0.0,0.0299,0.725,0.0926,0.189,0.478,110.02,232364.0,False
1086,Oh My God,3Kkjo3cT83cw09VJyrLNwX,0.534,0.725,1.0,-3.906,1.0,0.046,0.091,0.0,0.0264,0.55,88.098,225149.0,False
1087,S.O.S.,6sDP4912wjwB7BJhbSnjS1,0.584,0.696,7.0,-3.836,1.0,0.0694,0.000728,0.0,0.184,0.699,137.112,153347.0,False
1088,When You Look Me In The Eyes,4kf33kU0KAlkNBK9pNbYNU,0.399,0.767,2.0,-3.732,1.0,0.0328,0.0242,0.0,0.306,0.507,135.943,249693.0,False
1089,VIVIR ASÍ ES MORIR DE AMOR,75HnDKDqsmEzdOKFWe5FZS,0.62,0.803,5.0,-5.514,0.0,0.0536,0.0881,0.000155,0.1,0.717,102.0,257380.0,False
1090,Lay It Down,3WWwNpb25m3UPtzODEO2Bg,0.609,0.826,3.0,-5.843,1.0,0.0415,0.0257,0.0,0.0462,0.796,90.353,193558.0,False
1091,1612,39rHfrVqCX6A55GF7uOZSC,0.678,0.392,0.0,-11.328,1.0,0.274,0.177,0.0045,0.0839,0.706,171.274,199640.0,False
1092,SUGAR,6U0FIYXCQ3TGrk4tFpLrEA,0.453,0.538,1.0,-8.212,1.0,0.0638,0.449,0.0,0.19,0.516,122.973,204533.0,False
1093,Dilemma,0ARK753YaiJbpLUk7z5yIM,0.727,0.552,2.0,-8.074,0.0,0.14,0.227,0.000164,0.198,0.607,168.189,289160.0,False
1094,A Mí,7MmrcXVA7A5zZ2CbDuGHNa,0.846,0.548,1.0,-6.397,1.0,0.256,0.241,0.0713,0.0419,0.516,94.925,209680.0,False
1095,Redbone,0wXuerDYiBnERgIpbb3JBR,0.743,0.344,1.0,-11.174,1.0,0.118,0.169,0.00879,0.103,0.577,160.15,326933.0,False
1096,Imagine,1Mf54OcUqAvK7mZbP4ZOxl,0.743,0.662,4.0,-8.339,0.0,0.0865,0.0789,0.00422,0.0464,0.933,85.005,253947.0,False
1097,Tadow,51rPRW8NjxZoWPPjnRGzHw,0.704,0.487,9.0,-6.407,0.0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,301893.0,False
1098,Virtual Insanity - Remastered,47W6YR93MPCGLEUReLMyDm,0.662,0.949,6.0,-4.758,1.0,0.108,0.128,0.0,0.135,0.516,91.954,229360.0,False
1099,Señorita,0aj2QKJvz6CePykmlTApiD,0.841,0.63,1.0,-5.356,1.0,0.0443,0.0725,0.0,0.0742,0.876,97.964,294867.0,False
1100,11&6,1c2HTvCMLGCgkND1SCjlD2,0.438,0.241,7.0,-12.416,1.0,0.0301,0.857,0.0,0.281,0.239,103.648,191317.0,False
1101,U Smile,6Xw2FLih8m5ItDbyP992HH,0.705,0.59,1.0,-5.308,1.0,0.0284,0.504,0.0,0.116,0.421,112.565,196907.0,False
1102,Up,7wj1Lb5ggzMWJ9TqZJ2dwo,0.711,0.717,0.0,-4.317,1.0,0.0396,0.084,0.0,0.09,0.589,125.949,234933.0,False
1103,Be Alright,2HIdzelNXeFbvnpGHtRTBk,0.66,0.953,6.0,-3.841,0.0,0.162,0.0109,9.17e-06,0.186,0.747,126.089,157143.0,False
1104,Die In Your Arms,2eHs8Swb16qSKatrLKnWKP,0.568,0.878,7.0,-5.094,1.0,0.0933,0.0309,4.26e-06,0.213,0.725,171.723,237293.0,False
1105,Catching Feelings,6zvLqjSWq0AQsgoiqWInwY,0.327,0.542,10.0,-6.665,1.0,0.0412,0.354,0.0,0.35,0.357,85.59,234680.0,False
1106,Chasing Cars,11bD1JtSjlIgKgZG2134DZ,0.563,0.592,9.0,-4.571,1.0,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933.0,False
1107,Breathe (2 AM),5auMzVHFr5Zfw6IbKarZ56,0.386,0.452,2.0,-7.715,1.0,0.0278,0.417,0.0,0.0881,0.287,169.837,279827.0,False
1108,Mil Mensajes,4MQGEeNOEzvhLgFK94Q9GL,0.571,0.126,3.0,-15.669,1.0,0.0382,0.701,0.0,0.121,0.332,143.964,202500.0,False
1109,Vueltas,01tX4yeCFgfcuR4YyLiV5F,0.646,0.467,4.0,-9.166,1.0,0.0269,0.136,0.000278,0.144,0.663,111.999,221394.0,False
1110,Me Conecto (feat. Jorge Drexler),6X99UPXCpHWCih4OcZN9pg,0.67,0.364,10.0,-9.189,1.0,0.16,0.453,1.09e-05,0.0982,0.336,179.949,188661.0,False
1111,Mi Fiesta,4O7fEa9xMQbPnKPVgsxyCj,0.782,0.573,9.0,-8.646,0.0,0.0319,0.21,0.000361,0.0645,0.921,104.58,193307.0,False
1112,Angels Like You,1daDRI9ahBonbWD8YcxOIB,0.672,0.642,5.0,-4.035,1.0,0.0313,0.0981,0.0,0.1,0.494,121.981,196453.0,False
1113,Weatherman,4i3ayapBXkyHJZLVOUqTmc,0.573,0.336,5.0,-13.754,0.0,0.0514,0.723,0.000109,0.107,0.416,72.942,211510.0,False
1114,Pero Me Acuerdo de Tí,4B1sb2YVO03sBmyR8bvzEB,0.679,0.474,6.0,-6.323,1.0,0.0294,0.546,0.00149,0.373,0.197,117.947,265733.0,False
1115,Estoy Aquí,117PkfBYudl1lSoFFAvOM4,0.731,0.871,2.0,-5.079,1.0,0.0403,0.022,0.0,0.0717,0.71,116.944,233827.0,False
1116,Hoy Tengo Ganas De Ti,0qO4GfXADY9QfgcgtrasT9,0.406,0.459,3.0,-6.373,0.0,0.0392,0.328,0.0,0.0717,0.245,123.54,291107.0,False
1117,Aunque no te pueda ver,2425UlXvkIkAEJAtAd8ROm,0.594,0.457,4.0,-8.673,1.0,0.0303,0.612,0.0,0.1,0.205,117.989,266667.0,False
1118,Rosas,06p2Ij0lXD45LODQDCov0u,0.783,0.693,9.0,-5.056,1.0,0.027,0.622,8.3e-06,0.109,0.528,106.991,237027.0,False
1119,Amorfoda,68QcquxCS39cQGTsRrJWIR,0.749,0.418,9.0,-7.925,0.0,0.0587,0.985,0.000126,0.0832,0.307,147.887,153887.0,False
1120,Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,206459.0,False
1121,Me Soltaste,02yD6Wmpx5kLAoXLQOnuEb,0.4,0.398,10.0,-6.038,0.0,0.0385,0.786,3.47e-06,0.333,0.16,111.661,229933.0,False
1122,Lo siento,4S6gJt4RYR34t4sjW8wEah,0.419,0.407,11.0,-9.011,0.0,0.0446,0.576,0.0,0.138,0.309,79.839,229939.0,False
1123,Decidiste Dejarme,1q9GlEop4xv2B8KzeuZqLz,0.599,0.752,8.0,-4.998,1.0,0.0327,0.0132,0.0,0.242,0.295,123.974,210760.0,False
1124,De Qué Me Sirve la Vida,3YHGqAHprVEArAxLzaBE6O,0.411,0.468,2.0,-7.058,1.0,0.0294,0.29,0.0,0.136,0.179,149.399,248013.0,False
1125,El Mismo Aire - con Pablo Alborán,5EbtodsuLbxrFDH6j5avVS,0.483,0.492,0.0,-6.591,0.0,0.295,0.603,0.0,0.323,0.66,144.511,188213.0,False
1126,Caraluna,4XTMj7kd8DHLl0r7ghmEAr,0.76,0.773,9.0,-5.314,1.0,0.0675,0.176,0.0,0.1,0.895,102.789,266160.0,False
1127,El Sol No Regresa,1npDfdIgKSiOwtDJJqgeBw,0.615,0.88,3.0,-4.057,1.0,0.0352,0.0399,0.0,0.373,0.697,127.878,228960.0,False
1128,Genie In a Bottle,11mwFrKvLXCbcVGNxffGyP,0.633,0.8,1.0,-6.945,1.0,0.166,0.209,0.000123,0.137,0.913,175.716,217573.0,False
1129,Me Puedes de Punta a Punta,6T3MFOnczGmQRIQK7qhrra,0.61,0.557,0.0,-8.032,1.0,0.0568,0.779,0.0,0.0758,0.377,149.716,235093.0,False
1130,Si la Ves (feat. Sin Bandera),7xVEvr9wPXLPU286pCfYM3,0.614,0.664,7.0,-3.939,1.0,0.0304,0.233,0.0,0.459,0.405,115.956,248000.0,False
1131,Víveme,376zCxYCHr7rSFBdz41QyE,0.578,0.524,7.0,-4.447,1.0,0.0322,0.186,0.0,0.126,0.196,135.739,236613.0,False
1132,Loco en el Desierto,392fECmnYZTQjL97hqEElg,0.607,0.604,6.0,-7.69,1.0,0.0279,0.0541,1.77e-05,0.541,0.61,104.897,257177.0,False
1133,Music For a Sushi Restaurant,5LYMamLv12UPbemOaTPyeV,0.72,0.715,11.0,-4.652,1.0,0.04,0.258,0.0568,0.107,0.357,107.041,193813.0,False
1134,Love Of My Life,1mw0RgNXIpYRyyCdBQbLgA,0.555,0.536,7.0,-8.233,1.0,0.0452,0.669,0.0,0.0623,0.203,118.057,191638.0,False
1135,Maldita Noche,4hG3BN5iiURXPGDUQxfJ8b,0.798,0.864,1.0,-4.27,0.0,0.0427,0.122,0.0,0.384,0.648,112.988,205053.0,False
1136,Hasta el Día de Hoy,1Eds6jfQdJjHyzaNfwUjCb,0.594,0.772,8.0,-5.213,1.0,0.0295,0.0503,0.0,0.155,0.854,98.025,228440.0,False
1137,Doce Horas,2ZaKfdKCXMi0pEXQkI2tc6,0.764,0.852,7.0,-3.38,0.0,0.0313,0.184,0.0,0.0462,0.87,108.004,239267.0,False
1138,Necesito Tu Amor,3EZSP2rub5rsk0c5Izoyes,0.506,0.605,3.0,-5.747,1.0,0.0298,0.511,0.0,0.252,0.475,133.765,214880.0,False
1139,Hoy Empieza,6FggQQafDwHwr9MgduoBJY,0.581,0.762,11.0,-4.13,1.0,0.0423,0.172,0.0,0.359,0.393,82.04,232573.0,False
1140,Ese Maldito Momento,6MuJUSYCqA4FpMogUHzb2R,0.643,0.616,11.0,-6.358,0.0,0.0266,0.469,5.74e-05,0.0886,0.652,139.931,185867.0,False
1141,Motivos,2n8VYWU3mMrziR2ua8leHu,0.732,0.49,7.0,-8.359,1.0,0.0329,0.326,0.0,0.113,0.652,104.022,181933.0,False
1142,Like Glue,6pbCkvCENw0suVGr4Ckkae,0.757,0.78,1.0,-5.038,1.0,0.319,0.0811,0.0,0.113,0.59,97.917,232507.0,False
1143,Frontin' (feat. Jay-Z) - Club Mix,0iFOG4Ki9aDmJUYUFHQlPG,0.894,0.404,9.0,-5.913,0.0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,236507.0,False
1144,Loving Is Easy (feat. Benny Sings),5EYi2rH4LYs6M21ZLOyQTx,0.756,0.609,3.0,-7.927,1.0,0.0544,0.217,0.00482,0.0959,0.537,117.024,155720.0,False
1145,Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,0.566,0.885,8.0,-4.528,1.0,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,232893.0,False
1146,Querida Rosa,6wBrZZ1LyiBxytLnpgnlhf,0.622,0.334,2.0,-8.498,1.0,0.0337,0.85,0.0,0.103,0.385,139.724,176107.0,False
1147,Monstruo,5kETPelyxDnwDLQZaVADFU,0.617,0.264,4.0,-8.798,0.0,0.0298,0.649,1.12e-06,0.104,0.0726,109.829,182040.0,False
1148,If I Were a Boy,26NX1wPt1TRCH536yocd6i,0.632,0.518,6.0,-6.126,1.0,0.0313,0.107,0.0,0.354,0.427,90.007,249147.0,False
1149,Take Me To Church,2EiGECydkS2M8OCcRHQZhT,0.456,0.67,7.0,-5.212,1.0,0.0574,0.588,0.0,0.116,0.405,128.632,241688.0,False
1150,Pa Callar Tus Penas,3S29OviwTGF2T4Goi1kbTk,0.431,0.503,1.0,-7.287,0.0,0.0542,0.42,6.89e-05,0.0992,0.34,171.916,211907.0,False
1151,Right To Be Wrong,1atxtvAHagXDZYTuUWAoEC,0.595,0.607,2.0,-6.445,1.0,0.0373,0.204,0.0,0.0847,0.337,148.15,280960.0,False
1152,Nothing Breaks Like a Heart (feat. Miley Cyrus),02dRkCEc8Q5ch4TTcnLxOn,0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,217099.0,False
1153,Romeo y Violeta,4nVoM4pJT8CUTAJbenU2bx,0.878,0.699,7.0,-3.981,1.0,0.0382,0.0759,0.125,0.307,0.803,127.98,230296.0,False
1154,Antes de las Seis,5J5uyhoBZxJwmjy2Zg6DgF,0.75,0.46,0.0,-7.932,1.0,0.0334,0.457,0.0,0.0996,0.201,130.078,174533.0,False
1155,Solos los Dos,6BTp82plsn9fIYX7QXxxpB,0.799,0.632,1.0,-9.223,0.0,0.0808,0.0433,0.0253,0.0853,0.576,155.992,323077.0,False
1156,Slow Hands,2cOUlop2ZakjOKe4WinesN,0.735,0.425,0.0,-6.648,1.0,0.0464,0.011,0.0,0.055,0.848,85.896,188174.0,False
1157,Si la Vieras,3HZz8dFHhpg1yZ7R9Az0Ye,0.709,0.625,5.0,-8.399,1.0,0.0279,0.706,0.0,0.224,0.569,129.98,226750.0,False
1158,Corazon Hambriento (feat. Abel Pintos),2O8pjEXQPQne5I2TtHPJJ5,0.421,0.505,11.0,-5.649,1.0,0.0374,0.495,0.0,0.0883,0.119,80.635,251400.0,False
1159,Ojos Marrones,7gwT3HGL84vF7bgtwL1N88,0.809,0.649,8.0,-4.433,0.0,0.0416,0.0407,0.0,0.145,0.72,120.014,198520.0,False
1160,Fuera del mercado,1UdzJEpgJxtuXAlCOvD4S0,0.453,0.673,8.0,-5.649,1.0,0.144,0.32,0.0,0.131,0.266,92.06,159849.0,False
1161,La Noche Sin Tí,6dT5W7zuEcUZHnZuVlSIJ5,0.364,0.59,1.0,-6.686,0.0,0.043,0.548,0.0,0.0914,0.446,81.311,258827.0,False
1162,Cool Cat - Remastered 2011,7nhWtCc3v6Vem80gYPlppQ,0.818,0.4,9.0,-9.927,1.0,0.11,0.302,0.00241,0.18,0.838,73.76,209107.0,False
