,track,id,playlist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist,top-track
741,Call It Love,5YdnOm5990Kfq1Jodws98B,3XWqyAXlCtPmnZUJKt5ACC,0.616,0.841,5.0,-4.779,0.0,0.076,0.0559,0.00217,0.417,0.714,110.029,154561.0,Dance Music,False
742,Bloody Mary,4JUFBTJy1vQSGyXEV0PLbz,3XWqyAXlCtPmnZUJKt5ACC,0.644,0.905,9.0,-7.296,1.0,0.0321,0.000368,0.0536,0.0936,0.443,135.019,155111.0,Dance Music,False
743,Alone Again (feat. Afrojack & Mougleta),1RwfArdUM01AISnxkpayMc,3XWqyAXlCtPmnZUJKt5ACC,0.549,0.792,2.0,-6.155,1.0,0.105,0.219,0.0,0.0889,0.479,121.152,163320.0,Dance Music,False
744,Another Love,4dskGPAW5tyuWhWWfmmCh7,3XWqyAXlCtPmnZUJKt5ACC,0.636,0.799,7.0,-5.246,1.0,0.0276,0.104,0.00038,0.151,0.521,124.004,150968.0,Dance Music,False
745,10:35,6BePGk3eCan4FqaW2X8Qy3,3XWqyAXlCtPmnZUJKt5ACC,0.696,0.793,8.0,-5.733,1.0,0.097,0.0683,3.78e-06,0.18,0.698,120.003,172253.0,Dance Music,False
746,Hallucination,2D7Ucb8NrAH01A7UhMlFlQ,3XWqyAXlCtPmnZUJKt5ACC,0.735,0.941,10.0,-4.393,0.0,0.0547,0.0278,0.0496,0.111,0.741,125.999,169020.0,Dance Music,False
747,Fade to Black,3DS6zUDAm3X8F6kiGaFfWL,3XWqyAXlCtPmnZUJKt5ACC,0.652,0.725,4.0,-8.663,0.0,0.0402,0.167,0.00398,0.139,0.039,123.958,176129.0,Dance Music,False
748,Running Up That Hill,6SrriGAtHnL1OMROo7oQNH,3XWqyAXlCtPmnZUJKt5ACC,0.695,0.536,0.0,-9.337,0.0,0.0495,0.0479,5.66e-05,0.148,0.446,120.004,133210.0,Dance Music,False
749,Numb,67yP8awWdY3eMOrJhA2Lhj,3XWqyAXlCtPmnZUJKt5ACC,0.639,0.583,4.0,-7.8,0.0,0.0863,0.0857,3.89e-06,0.826,0.122,120.081,133172.0,Dance Music,False
750,Still Got Love,0QFkpj8MHJWdvuzGMSaptz,3XWqyAXlCtPmnZUJKt5ACC,0.697,0.873,10.0,-5.586,1.0,0.195,0.0388,0.0,0.101,0.329,126.965,139843.0,Dance Music,False
751,Under The Influence,3Q715CWL879mPWCF9yh0S1,3XWqyAXlCtPmnZUJKt5ACC,0.644,0.856,0.0,-6.292,0.0,0.0367,0.00453,6.01e-05,0.082,0.265,146.909,137800.0,Dance Music,False
752,Part Of Me,7CGnSYgkoklhrIGneToxha,3XWqyAXlCtPmnZUJKt5ACC,0.689,0.727,6.0,-8.283,0.0,0.0435,0.132,1.9e-06,0.294,0.528,127.975,163203.0,Dance Music,False
753,If I Could Change the World (feat. PollyAnna),4MRz7vrTx3pGl6dCLqmPO0,3XWqyAXlCtPmnZUJKt5ACC,0.554,0.876,8.0,-5.159,1.0,0.0561,0.117,0.000478,0.302,0.291,125.953,176030.0,Dance Music,False
754,Open Your Eyes,3PmAQYQZ1ow47InQjZjIH4,35oLMiAK4VM2T0ek3PTPIc,0.663,0.855,5.0,-6.017,0.0,0.0399,0.00225,8.21e-05,0.0943,0.367,121.958,186816.0,Chillin',False
755,"Bump, Bump, Bump",1V8I3BgwJ3rIkN9xBBi8Gf,3XWqyAXlCtPmnZUJKt5ACC,0.683,0.955,0.0,-4.103,1.0,0.0618,0.00168,0.000149,0.286,0.333,125.054,155806.0,Dance Music,False
756,Dusk Till Dawn,58xJefWZNO53mXinrVO5n4,3XWqyAXlCtPmnZUJKt5ACC,0.589,0.766,8.0,-7.014,0.0,0.266,0.136,0.0,0.31,0.411,123.929,177253.0,Dance Music,False
757,Take Me With You - Rudeejay & Da Brozz Remix,6lE4F9wB65tSUV9Oog4kDr,3XWqyAXlCtPmnZUJKt5ACC,0.716,0.794,11.0,-6.884,0.0,0.147,0.00911,0.000131,0.161,0.485,125.066,159360.0,Dance Music,False
758,Demons,0isPBbvLF7U6nppm1H2Q0R,3XWqyAXlCtPmnZUJKt5ACC,0.648,0.798,2.0,-5.442,1.0,0.191,0.0183,0.0,0.531,0.167,123.72,131724.0,Dance Music,False
759,Let's Call It Love,3i7Uzo6SN9Gk5vnEvAsy4C,3XWqyAXlCtPmnZUJKt5ACC,0.709,0.793,6.0,-5.898,1.0,0.0315,0.166,0.0146,0.213,0.768,125.945,140952.0,Dance Music,False
760,All By Myself,5Hp4xFihdOE2dmDzxWcBFb,3XWqyAXlCtPmnZUJKt5ACC,0.662,0.848,0.0,-4.338,0.0,0.0346,0.0932,7.62e-06,0.241,0.773,123.041,171778.0,Dance Music,False
761,Too Late,4dQjd6Oo2IP3UvbXFSIvTD,3XWqyAXlCtPmnZUJKt5ACC,0.735,0.788,1.0,-8.554,1.0,0.0506,0.324,0.203,0.286,0.575,120.006,116089.0,Dance Music,False
762,Better Off Alone,4DrOvpHnKy4cAv5jIjetoR,3XWqyAXlCtPmnZUJKt5ACC,0.761,0.828,8.0,-7.647,0.0,0.0843,0.197,0.00147,0.53,0.52,127.941,177295.0,Dance Music,False
763,More Than One Night,4db6lQOAGxip4ME2FDCNmB,3XWqyAXlCtPmnZUJKt5ACC,0.745,0.485,4.0,-9.852,0.0,0.0885,0.337,0.000334,0.161,0.184,124.009,127747.0,Dance Music,False
764,Can't Feel My Face,3UPSpQWfyMUVP77KtE4LvD,3XWqyAXlCtPmnZUJKt5ACC,0.644,0.687,6.0,-7.623,0.0,0.046,0.0407,0.0,0.294,0.387,125.043,149875.0,Dance Music,False
765,Those Days,1NYehdZmOXpMrqa9LFRN5H,3XWqyAXlCtPmnZUJKt5ACC,0.589,0.619,0.0,-8.928,1.0,0.109,0.251,8.13e-06,0.102,0.165,124.074,162888.0,Dance Music,False
766,Sandstorm,7y4tJW2HkfMWNKf4HAECZT,3XWqyAXlCtPmnZUJKt5ACC,0.65,0.957,9.0,-2.729,1.0,0.0596,0.0235,0.938,0.367,0.113,127.886,146729.0,Dance Music,False
767,Forget Me,7DzGuzRZaHlyzYgBFl3RkW,3XWqyAXlCtPmnZUJKt5ACC,0.607,0.799,1.0,-4.227,0.0,0.0457,0.00783,0.0,0.367,0.402,121.929,201000.0,Dance Music,False
768,Now Or Never,1QzD0KK7MkB9iMELAuliNv,3XWqyAXlCtPmnZUJKt5ACC,0.66,0.749,8.0,-6.44,0.0,0.0653,0.0322,0.0,0.199,0.369,124.93,158035.0,Dance Music,False
769,Blame,3TSZpRzSEKL1dFfpd1JDoF,5U2MYFAcQ3yT7XbHYgGPmb,0.612,0.68,0.0,-4.925,0.0,0.0346,0.619,0.0,0.0786,0.346,127.909,180938.0,House,False
770,Me Myself & I,6yjplsFN2EjvXPx1wSneAA,3XWqyAXlCtPmnZUJKt5ACC,0.673,0.846,0.0,-5.409,0.0,0.214,0.134,0.0,0.112,0.266,122.999,148293.0,Dance Music,False
771,Distance,3fy7C4OeoLGo1JOLlq8Y5L,3XWqyAXlCtPmnZUJKt5ACC,0.649,0.612,6.0,-9.866,1.0,0.037,0.281,0.509,0.209,0.305,124.043,158710.0,Dance Music,False
772,Cherry Chapstick,7k5I4kPM8G9Bs207bYikhT,3XWqyAXlCtPmnZUJKt5ACC,0.732,0.864,6.0,-4.379,0.0,0.111,0.0663,0.0,0.189,0.205,125.041,145875.0,Dance Music,False
773,Smack That,3F2vU7xpGCJLCmfY3Io8vJ,3XWqyAXlCtPmnZUJKt5ACC,0.888,0.716,2.0,-5.927,1.0,0.068,0.0248,0.00745,0.105,0.613,121.963,192252.0,Dance Music,False
774,My Love,7qc7AaNDXYHNpOVVvAONI1,3XWqyAXlCtPmnZUJKt5ACC,0.651,0.83,0.0,-5.377,1.0,0.0446,0.000798,0.0012,0.149,0.767,120.041,181000.0,Dance Music,False
775,Run,6oYXbji1rn7U6bFuNYekpQ,3XWqyAXlCtPmnZUJKt5ACC,0.601,0.879,2.0,-2.673,0.0,0.0353,0.0313,0.0,0.0793,0.589,124.013,188732.0,Dance Music,False
776,Problems,4TG1uWUFPQ78PujGi9qorM,3XWqyAXlCtPmnZUJKt5ACC,0.688,0.646,7.0,-9.571,0.0,0.0426,0.228,0.551,0.134,0.0775,121.987,127874.0,Dance Music,False
777,Nothing,6Yesm28i8aOKSO05kkp9tW,3XWqyAXlCtPmnZUJKt5ACC,0.708,0.737,9.0,-6.489,1.0,0.0773,0.0602,0.00228,0.204,0.118,119.973,168000.0,Dance Music,False
778,Heads Will Roll,4W2gQRGaAHUpAPMWgpdde1,3XWqyAXlCtPmnZUJKt5ACC,0.756,0.953,1.0,-5.331,1.0,0.0799,0.0283,0.235,0.477,0.917,124.934,140165.0,Dance Music,False
779,Back To You,4m6DJArTqWq63wIkm1c7o2,3XWqyAXlCtPmnZUJKt5ACC,0.755,0.739,11.0,-4.795,0.0,0.106,0.221,6.89e-06,0.196,0.425,125.058,129915.0,Dance Music,False
780,Do It To It,1lZeuFpDG8gUYvPb7Vw7tr,3XWqyAXlCtPmnZUJKt5ACC,0.785,0.822,7.0,-5.785,1.0,0.156,0.00645,1.1e-05,0.244,0.25,104.049,149459.0,Dance Music,False
781,Happier,7bwi87YgbkYfYCGg2G60Q0,3XWqyAXlCtPmnZUJKt5ACC,0.788,0.71,5.0,-7.135,1.0,0.125,0.0502,1e-06,0.126,0.412,119.972,138505.0,Dance Music,False
782,I'm In Love,7EoXzJ9Rx4n9JGd23DIVym,3XWqyAXlCtPmnZUJKt5ACC,0.647,0.636,4.0,-7.082,1.0,0.0451,0.0194,0.0,0.371,0.245,124.992,146065.0,Dance Music,False
783,Your Love,0SPkuDppx85ze6lNntoLnL,3XWqyAXlCtPmnZUJKt5ACC,0.697,0.696,2.0,-7.717,1.0,0.15,0.102,1.44e-06,0.367,0.352,140.045,114973.0,Dance Music,False
784,Industry Baby,0ZqWFsHj4g8eulvPaoWwk8,3XWqyAXlCtPmnZUJKt5ACC,0.768,0.849,6.0,-3.722,1.0,0.344,0.239,0.0,0.181,0.588,128.022,140625.0,Dance Music,False
785,Dumb Da,1AsNqGCh1jgiY6btBtj3Ep,3XWqyAXlCtPmnZUJKt5ACC,0.707,0.748,5.0,-7.263,0.0,0.171,0.00546,9.79e-05,0.371,0.348,126.011,140957.0,Dance Music,False
786,Turn Me On,2AvcOZ7djW97iYeHKVYRMk,3XWqyAXlCtPmnZUJKt5ACC,0.7,0.846,8.0,-3.001,0.0,0.05,0.0839,1.67e-05,0.296,0.609,120.037,151998.0,Dance Music,False
787,Let Me Blow Ya Mind,7m3RgEsDaLbHGm74Eo6HBt,3XWqyAXlCtPmnZUJKt5ACC,0.896,0.741,6.0,-6.197,0.0,0.193,0.0719,2.73e-06,0.107,0.719,124.975,148920.0,Dance Music,False
788,Heroes,7MLVQs8rSgFKXpzSP2Zjfq,3XWqyAXlCtPmnZUJKt5ACC,0.733,0.678,1.0,-6.112,1.0,0.0397,0.201,0.00816,0.15,0.415,125.046,166886.0,Dance Music,False
789,Astronaut In The Ocean,1xOgDZRSKEHZXAdVkT0GJE,3XWqyAXlCtPmnZUJKt5ACC,0.726,0.899,11.0,-3.368,1.0,0.0597,0.00654,0.0,0.292,0.147,99.986,133921.0,Dance Music,False
790,Desire,1IesjwGlVnjUcPtO3LFPTj,3XWqyAXlCtPmnZUJKt5ACC,0.791,0.781,9.0,-4.245,0.0,0.126,0.0167,0.0,0.234,0.542,123.999,132248.0,Dance Music,False
791,Left & Right,0rxEsBxxil046ZqipaCXle,3XWqyAXlCtPmnZUJKt5ACC,0.654,0.873,4.0,-6.125,0.0,0.0338,0.0536,0.000991,0.36,0.415,124.006,154839.0,Dance Music,False
792,Ecuador,3dbIcvveDU2NdfDa4TNHOh,5U2MYFAcQ3yT7XbHYgGPmb,0.535,0.988,3.0,-2.708,0.0,0.0458,0.00273,0.598,0.0944,0.195,130.007,181081.0,House,False
793,Would You,3AktBGfzuKdRT06KkIMaUs,3XWqyAXlCtPmnZUJKt5ACC,0.672,0.797,11.0,-3.497,0.0,0.0511,0.094,5.36e-05,0.371,0.468,125.995,157381.0,Dance Music,False
794,Game,5wbTEbE3Z7N0N5jcyMZNmK,3XWqyAXlCtPmnZUJKt5ACC,0.563,0.668,5.0,-9.269,0.0,0.252,0.344,0.0,0.133,0.524,120.083,188286.0,Dance Music,False
795,Kids,2H141c4Lye11rZR0vR2B1d,35oLMiAK4VM2T0ek3PTPIc,0.808,0.627,11.0,-8.176,1.0,0.039,0.112,0.00332,0.0876,0.386,114.978,155600.0,Chillin',False
796,Tu Ritmo,5qNDLy41oqbvR8lGL1SChK,3XWqyAXlCtPmnZUJKt5ACC,0.792,0.749,11.0,-6.51,0.0,0.096,0.601,0.00205,0.116,0.37,115.968,128287.0,Dance Music,False
797,Ghost,5LWNqmqyt6GaOFHyGGckGr,3XWqyAXlCtPmnZUJKt5ACC,0.447,0.579,3.0,-12.995,0.0,0.346,0.0804,0.0,0.769,0.462,137.13,167536.0,Dance Music,False
798,Rhythm Is A Dancer,2b1RjeTXLMYG0qFZ151qXF,3XWqyAXlCtPmnZUJKt5ACC,0.814,0.804,9.0,-8.273,0.0,0.0944,0.0265,7.87e-06,0.0915,0.594,128.001,144380.0,Dance Music,False
799,Hey Baby (Drop It To The Floor),0ZC1R3F8zV2HdoAe7rt3iQ,3XWqyAXlCtPmnZUJKt5ACC,0.725,0.866,10.0,-5.727,0.0,0.191,0.0138,1.32e-06,0.109,0.483,132.066,120578.0,Dance Music,False
800,The Motto,3eWcqV4K5EMILVsyak40Lj,3XWqyAXlCtPmnZUJKt5ACC,0.809,0.89,2.0,-7.615,0.0,0.0525,0.327,3.18e-05,0.301,0.292,125.999,126880.0,Dance Music,False
801,Let Me Down Slowly,3tbPCS88XFfgASLKPVME4J,3XWqyAXlCtPmnZUJKt5ACC,0.725,0.748,1.0,-5.372,0.0,0.0428,0.0051,0.0,0.0547,0.595,127.943,128442.0,Dance Music,False
802,Where The Lights Are Low,0Cnb8XdGDMHAmIRBUJMkIS,3XWqyAXlCtPmnZUJKt5ACC,0.759,0.807,8.0,-5.812,0.0,0.122,0.448,0.0,0.105,0.62,123.904,136996.0,Dance Music,False
803,Lifeline,1thJ0USXhB3Rt5hWAtr411,7ozIozDp260fjNOZy1yzRG,0.624,0.493,6.0,-13.381,0.0,0.11,0.388,0.229,0.275,0.135,111.996,123750.0,Chillout 2023,False
804,Your Love (9PM),5YaskwnGDZFDRipaqzbwQx,3XWqyAXlCtPmnZUJKt5ACC,0.669,0.784,7.0,-5.603,1.0,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053.0,Dance Music,False
805,Use Me,3iGbYlTZ6QizLJShoGvT2W,3XWqyAXlCtPmnZUJKt5ACC,0.728,0.766,6.0,-7.173,0.0,0.0593,0.00972,2.75e-05,0.116,0.231,120.075,139964.0,Dance Music,False
806,Friendships (Lost My Love),3tzR2HUk6FAGaXzkrXZpQj,3XWqyAXlCtPmnZUJKt5ACC,0.787,0.828,11.0,-3.579,0.0,0.0297,0.106,0.000605,0.105,0.544,119.953,182700.0,Dance Music,False
807,Take Me Higher,6q2g0YFgeqG4S2DPyhgnPf,3XWqyAXlCtPmnZUJKt5ACC,0.803,0.763,8.0,-9.105,0.0,0.0617,0.091,0.0146,0.0964,0.157,123.986,127747.0,Dance Music,False
808,The Business,6f3Slt0GbA2bPZlz0aIFXN,3XWqyAXlCtPmnZUJKt5ACC,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,164000.0,Dance Music,False
809,Bellyache,0InNK73eYxwxRDioyuAeij,3XWqyAXlCtPmnZUJKt5ACC,0.731,0.796,6.0,-6.902,0.0,0.0626,0.131,0.00671,0.362,0.295,125.979,164395.0,Dance Music,False
810,Closer,3EyDxY5rUqi8j9O2q6xDrR,7ozIozDp260fjNOZy1yzRG,0.47,0.401,9.0,-15.579,0.0,0.0541,0.43,0.00228,0.0897,0.317,105.233,114403.0,Chillout 2023,False
811,Faded,6x9fFNDkIAzRHQPWcU8g2H,5U2MYFAcQ3yT7XbHYgGPmb,0.863,0.476,9.0,-7.188,0.0,0.0486,0.00836,0.116,0.123,0.588,124.964,223480.0,House,False
812,She Doesn't Mind,1NBm3fD45Z4opUGfp4C1zT,3XWqyAXlCtPmnZUJKt5ACC,0.695,0.707,7.0,-6.212,0.0,0.122,0.0201,0.0,0.16,0.476,123.983,151038.0,Dance Music,False
813,In The Air Tonight,41xoo3p47vkVHEbUECq7Jd,3XWqyAXlCtPmnZUJKt5ACC,0.758,0.781,7.0,-9.523,1.0,0.13,0.0513,5.93e-06,0.135,0.272,125.911,144514.0,Dance Music,False
814,Telescope,2ptOUSWTRe4MnnM4bHQccr,3XWqyAXlCtPmnZUJKt5ACC,0.625,0.777,4.0,-6.617,0.0,0.204,0.544,0.000925,0.417,0.24,122.049,144252.0,Dance Music,False
815,Just the Way You Are,1WdEqVA9d25fLMyR2EYfkL,3XWqyAXlCtPmnZUJKt5ACC,0.546,0.742,4.0,-5.991,1.0,0.043,0.276,0.0,0.168,0.301,108.91,217989.0,Dance Music,False
816,Shadow,1Q8yFoB0T4u05LZoqFneyZ,3XWqyAXlCtPmnZUJKt5ACC,0.654,0.739,6.0,-11.27,1.0,0.104,0.254,0.000192,0.205,0.154,121.972,150625.0,Dance Music,False
817,One Dance,0og1eXPtxnen14NrbqtXrp,3XWqyAXlCtPmnZUJKt5ACC,0.782,0.655,11.0,-7.55,1.0,0.0529,0.202,0.00688,0.096,0.553,114.955,172696.0,Dance Music,False
818,United,6XQ377dnu88EFiU6vEbSUk,3XWqyAXlCtPmnZUJKt5ACC,0.78,0.736,8.0,-7.169,1.0,0.266,0.279,5.45e-06,0.162,0.339,127.97,168825.0,Dance Music,False
819,Can We Do Better,2Zj3NCYRI0dI5ujbOyEWU6,3XWqyAXlCtPmnZUJKt5ACC,0.716,0.792,5.0,-7.793,0.0,0.125,0.034,0.036,0.231,0.371,124.982,128160.0,Dance Music,False
820,Lights,7zRZMbnh9l3sTL1Glo7ZkB,3XWqyAXlCtPmnZUJKt5ACC,0.684,0.677,8.0,-9.108,0.0,0.102,0.227,0.00496,0.263,0.268,126.038,133333.0,Dance Music,False
821,Holding Me,7uVMNX2u4dLa1ymamvb8dL,3XWqyAXlCtPmnZUJKt5ACC,0.701,0.718,9.0,-7.625,1.0,0.0534,0.0327,0.000972,0.468,0.462,135.016,141556.0,Dance Music,False
822,Love Me Better,3gPHO35lmq5zV7eRNBYMa7,3XWqyAXlCtPmnZUJKt5ACC,0.632,0.895,7.0,-6.506,1.0,0.0571,0.00205,0.00176,0.198,0.69,124.053,184824.0,Dance Music,False
823,Young Right Now,0JpEMzTHbt2zBIXrntrXzG,3XWqyAXlCtPmnZUJKt5ACC,0.539,0.708,5.0,-6.189,1.0,0.0976,0.0129,0.0,0.14,0.381,123.039,186141.0,Dance Music,False
824,S&M,3qxKcUwH483jusPoIMzzRy,3XWqyAXlCtPmnZUJKt5ACC,0.764,0.707,10.0,-6.973,0.0,0.124,0.0416,0.0106,0.0909,0.318,127.934,230630.0,Dance Music,False
825,OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,3XWqyAXlCtPmnZUJKt5ACC,0.787,0.833,8.0,-4.403,1.0,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604.0,Dance Music,False
826,Girls Like You,3CwBv0XDZX5OltJH89ZqcI,3XWqyAXlCtPmnZUJKt5ACC,0.706,0.865,0.0,-6.549,1.0,0.187,0.0239,3.71e-05,0.093,0.307,125.091,131680.0,Dance Music,False
827,i'm so tired...,2avOZuWferWck2RzzMRzDO,3XWqyAXlCtPmnZUJKt5ACC,0.728,0.73,10.0,-7.093,1.0,0.424,0.264,0.0,0.406,0.502,115.103,153511.0,Dance Music,False
828,Need You,7iVGnczsC5adNILBkkRElX,3XWqyAXlCtPmnZUJKt5ACC,0.576,0.546,6.0,-11.288,0.0,0.052,0.131,0.000829,0.301,0.0735,121.922,128858.0,Dance Music,False
829,Rush By,6Yc2IrA2hqfr0pAXlGvkTL,3XWqyAXlCtPmnZUJKt5ACC,0.787,0.859,9.0,-4.835,0.0,0.0417,0.0279,0.00881,0.156,0.569,125.056,144000.0,Dance Music,False
830,Takeaway,6JDBHzLgjE1myBXkCujIq2,3XWqyAXlCtPmnZUJKt5ACC,0.774,0.886,10.0,-5.826,0.0,0.274,0.227,0.0,0.154,0.514,128.0,146250.0,Dance Music,False
831,Outta My Head,42UBAdanS03f6wsVkO8PyR,3XWqyAXlCtPmnZUJKt5ACC,0.719,0.8,7.0,-6.28,1.0,0.0683,0.0552,7.56e-05,0.233,0.255,127.95,178184.0,Dance Music,False
832,Words,3I2ViVcQP1N6x4PiO7c04z,3XWqyAXlCtPmnZUJKt5ACC,0.764,0.832,10.0,-4.022,0.0,0.104,0.104,0.0,0.0723,0.262,133.942,125378.0,Dance Music,False
833,Stolen Love,6ZW6Q3Fzt9fGzC4nbhA5pf,37i9dQZF1E4vEir6itRijY,0.529,0.693,1.0,-7.47,1.0,0.0262,0.00613,4.38e-06,0.205,0.448,112.012,223160.0,Sons Of The East Radio,False
834,Old Ties and Companions,53DVsTZvB16BDP30XmfSef,37i9dQZF1E4vEir6itRijY,0.657,0.368,7.0,-9.978,1.0,0.0281,0.884,0.00293,0.109,0.522,116.221,188947.0,Sons Of The East Radio,False
835,Champagne,2RgQgGotMV7FJ0VGDCFHsv,37i9dQZF1E4vEir6itRijY,0.405,0.197,11.0,-16.632,1.0,0.0418,0.881,7.17e-05,0.112,0.37,168.398,205973.0,Sons Of The East Radio,False
836,Give Myself to You,6SbMrnAWXq9A0BAdhdKdCp,37i9dQZF1E4vEir6itRijY,0.791,0.533,9.0,-6.033,1.0,0.0339,0.24,7.72e-06,0.0737,0.499,109.022,219055.0,Sons Of The East Radio,False
837,Wells,1WiVvolTPvAsVOd64HZi4X,37i9dQZF1E4vEir6itRijY,0.535,0.444,6.0,-11.212,1.0,0.0291,0.669,0.0278,0.104,0.217,83.99,223387.0,Sons Of The East Radio,False
838,Our Kingdom,1hmNibuS4toaTijZjDEtNZ,37i9dQZF1E4vEir6itRijY,0.478,0.355,5.0,-11.824,1.0,0.0343,0.645,0.00292,0.0909,0.18,103.683,186973.0,Sons Of The East Radio,False
839,Long Time Ago,77UgjYhydyvgveLgOCRcRq,35oLMiAK4VM2T0ek3PTPIc,0.739,0.737,10.0,-8.174,1.0,0.0351,0.367,0.0749,0.0901,0.712,124.982,202387.0,Chillin',False
840,California,2i1e4VbiH770F8dD3sG3jH,35oLMiAK4VM2T0ek3PTPIc,0.604,0.732,7.0,-3.966,1.0,0.0536,0.0215,0.0,0.402,0.619,119.945,169158.0,Chillin',False
841,Dandelion,1ruHAFkWtW6sQ3sXVNvnC3,37i9dQZF1E4vEir6itRijY,0.644,0.597,6.0,-10.883,1.0,0.0467,0.591,5.17e-05,0.0928,0.254,104.731,190654.0,Sons Of The East Radio,False
842,Don't Let Me,5Vnny8AlKRnPZ3wQNouf2T,37i9dQZF1E4vEir6itRijY,0.471,0.639,2.0,-5.908,1.0,0.0318,0.22,3.46e-05,0.0953,0.706,199.918,183851.0,Sons Of The East Radio,False
843,My Mind,3kxGvXqQDSOTo2KC6bEHNF,37i9dQZF1E4vEir6itRijY,0.699,0.414,11.0,-12.373,1.0,0.0323,0.434,0.231,0.109,0.394,117.991,202215.0,Sons Of The East Radio,False
844,On My Way,1shDLpsNopiFi72lzxr7mI,5U2MYFAcQ3yT7XbHYgGPmb,0.642,0.828,0.0,-4.031,1.0,0.0429,0.0679,6.8e-05,0.118,0.332,127.99,264787.0,House,True
845,Daylight,11TmWrHkxwtVcCtEdAXjJA,37i9dQZF1E4vEir6itRijY,0.582,0.371,2.0,-9.585,0.0,0.028,0.912,0.00784,0.108,0.163,128.756,193533.0,Sons Of The East Radio,False
846,Feeling You,7xghXOM3CaIK6wmR0xW1XS,37i9dQZF1E4vEir6itRijY,0.644,0.501,1.0,-9.374,0.0,0.0302,0.664,0.164,0.124,0.158,103.988,201196.0,Sons Of The East Radio,False
847,The Garden,1QG2YVDWSAJXxTe0sLoAe2,37i9dQZF1E4vEir6itRijY,0.451,0.422,3.0,-10.551,1.0,0.031,0.893,2.68e-05,0.109,0.684,99.061,184342.0,Sons Of The East Radio,False
848,Henry & Pearl,72mgEDDNhgFunOAz2PGgKX,37i9dQZF1E4vEir6itRijY,0.707,0.384,11.0,-10.913,1.0,0.0714,0.816,7.56e-05,0.127,0.469,90.99,127200.0,Sons Of The East Radio,False
849,Acoustic,1kJygfS4eoVziBBI93MSYp,37i9dQZF1E4vEir6itRijY,0.88,0.243,9.0,-10.864,1.0,0.463,0.78,3.92e-05,0.102,0.626,76.01,172203.0,Sons Of The East Radio,False
850,What I Do,4mTGhomXLeE4efEb58w2RY,3FInOSJaKv5QzLQrd3lCgA,0.692,0.581,5.0,-7.647,0.0,0.0292,0.0858,0.000648,0.191,0.247,125.016,215517.0,JP,False
851,Lie with Me - EP Version,34bGkKfN3W2z2EdA4PjLFH,37i9dQZF1E4vEir6itRijY,0.532,0.782,1.0,-5.387,1.0,0.0396,0.14,2.44e-05,0.192,0.178,139.921,189067.0,Sons Of The East Radio,False
852,I Loved You Then (And I Love You Still),5dWTDZf56Aw4e0JGhRWma8,3FInOSJaKv5QzLQrd3lCgA,0.688,0.321,11.0,-11.826,1.0,0.035,0.647,0.000142,0.108,0.291,119.861,158000.0,JP,False
853,With Me All Along,407tDPFK5oB7hxSDl5Tg4O,37i9dQZF1E4vEir6itRijY,0.604,0.721,5.0,-6.559,1.0,0.0319,0.25,0.105,0.426,0.426,79.06,226711.0,Sons Of The East Radio,False
854,Ol' Sweet Day,3wXHHCV4A7KsoTlHZWVZPd,37i9dQZF1E4vEir6itRijY,0.393,0.558,3.0,-9.429,1.0,0.0475,0.603,4.85e-05,0.108,0.336,112.64,178053.0,Sons Of The East Radio,False
855,Jenny Jenkins,7I0Ep2xYqltHpke3Kg0WPT,37i9dQZF1E4vEir6itRijY,0.729,0.406,8.0,-9.388,1.0,0.0533,0.248,0.0,0.114,0.177,127.954,199387.0,Sons Of The East Radio,False
856,Call Me Home,3muMlQEQ4NyqABXTMMR6h0,37i9dQZF1E4vEir6itRijY,0.668,0.537,9.0,-8.127,1.0,0.0289,0.165,0.0,0.375,0.346,97.949,202000.0,Sons Of The East Radio,False
857,Atlas Hands,1cM3Yg2598GAgtV8uu2hBZ,37i9dQZF1E4vEir6itRijY,0.63,0.316,6.0,-11.885,1.0,0.0293,0.898,0.00217,0.0616,0.477,82.529,173091.0,Sons Of The East Radio,False
858,Grenadine,3Y2MtObLigh1plXwhau6Qi,37i9dQZF1E4vEir6itRijY,0.59,0.62,5.0,-8.254,1.0,0.0379,0.668,0.000225,0.097,0.286,166.346,207706.0,Sons Of The East Radio,False
859,In Your Hands - Single Version,7tJHvRoGvkckZkZk5ORUot,37i9dQZF1E4vEir6itRijY,0.605,0.598,3.0,-9.263,1.0,0.0323,0.605,0.00999,0.157,0.753,105.945,230164.0,Sons Of The East Radio,False
860,In Your Heart,7HTudFHDuPpVxHyssmZhUr,37i9dQZF1E4vEir6itRijY,0.523,0.49,3.0,-9.343,1.0,0.0765,0.899,0.0,0.114,0.14,121.672,165053.0,Sons Of The East Radio,False
861,Resin,6AmrRS8slCMxGUZePjV6dH,37i9dQZF1DWYGZAMYFDM8S,0.259,0.373,1.0,-12.925,0.0,0.0275,0.895,0.181,0.118,0.196,83.295,203940.0,Acoustic Chill,False
